Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,541,-14115,-19815,-20619,-31326,-36963,-41685,-43306,-43366,-43366.1,-131001.70370370311,-306275.1111111119,Unnamed: 16,194247,87635.70370370302,262909.11111111066,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Departamento,,Descrição,Seção,,,,,,,,,,,Estoque mínimo,Estoque Máximo,Curva,,Estoque min,Estoque max,,,,,,,,Carteira
ELETROIMÃ,1301042,FECHADURA ELETROIMA ACTON AL 150 - PRETA,FECHADURAS ELETROÍMÃ ,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
MOTORES,2005732,CONJUNTO DE TAMPAS LATERAL DA PORTA SOCIAL BRANCA,PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1007311,CAPA DO CILINDRO DA LINHA ULTRA - PRETO NUVOTON NOVA,REPOSIÇÃO / DIVERSOS - FECHADURAS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
EXPEDIÇÃO,1106345,CÂMERA BULLET ANALÓGICA VARIFOCAL 2MPX AGL 1245 BVF,CFTV,0,0,0,0,0,0,0,0,0,0,-12,-36,B,1102,12,36,0,0,0,0,0,0,,0x17
EXPEDIÇÃO,2010124,SUPORTE AÉREO SIMPLES,REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,-12,-35,C,43,12,35,0,0,0,0,0,0,,0x17
FECHADURAS,1007092,CONJUNTO BATENTE AGL - AL100 A. INT CINZA,REPOSIÇÃO / DIVERSOS - FECHADURAS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
MOTORES,2005733,CONJUNTO DE TAMPAS LATERAL DA PORTA SOCIAL PRETA,PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
SERVIÇO,1013505,KIT MANUTENÇÃO PORTEIRO E INTERFONE,SERVIÇO DE MANUTENÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
SERVIÇO,1013506,KIT MANUTENÇÃO COLETIVO,SERVIÇO DE MANUTENÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
INTERFONIA ,1303042,NOBREAK SENOIDAL PURO ACS - 3000 220V,NOBREAK,0,0,0,0,0,0,0,0,0,0,0,0,C,13,0,0,0,0,0,0,0,0,,
MOTORES,2006115,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ SEM. CREMALHEIRA COM. B. ALUMINIUM,DESLIZANTE INTELIGENTE IZZY,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2005706,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 2,20M PRETO",PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2030121,ROTOR AGL P24 4 POLOS SUGGAR W.O REF.,REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ALMOXARIFADO,8001023,SERVIÇO MARKETING,PRODUTOS DE MARKETING,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
MOTORES,2005709,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 5,0M PRETO",PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2005704,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 5,0M BRANCO",PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2030122,"POLIA DE ALUMINIO SUGGAR  (Ø12,70)",REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
MOTORES,2005711,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 2,20M PRATA",PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
FECHADURAS,1201080,FECHADURA SOPRANO PV200R1I - 03001.0904.91,FECHADURA PORTA DE VIDRO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
FECHADURAS,1201079,FECHADURA SOPRANO PVF2E - 03001.0905.91,FECHADURA PORTA DE VIDRO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ALMOXARIFADO,2010198,ESPAGUETE PASSA FIO DOS AUTOMATIZADORES,REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
MOTORES,2006126,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 127V 50-60HZ COM B. ALUMINIUM TECLAM C/ CREMALHEIRA 3MT EX,DESLIZANTE INTELIGENTE IZZY,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,1110465,CONJUNTO BOTÃO AZUL DO PORTEIRO P10 / P20 / P200 / P100,REPOSIÇÃO / DIVERSOS - INTERFONES,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
ALMOXARIFADO,8001144,BONÉ UNISSEX PERSONALIZADO AGL EX,PRODUTOS DE MARKETING,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ALMOXARIFADO,8001140,CAMISA UNISEX MANGA CURTA INSTALADOR M EX,PRODUTOS DE MARKETING,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ALMOXARIFADO,8001141,CAMISA UNISEX MANGA CURTA INSTALADOR P EX,PRODUTOS DE MARKETING,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ALMOXARIFADO,8001142,CAMISA UNISEX MANGA CURTA INSTALADOR G EX,PRODUTOS DE MARKETING,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ALMOXARIFADO,8001143,CAMISA UNISEX MANGA CURTA INSTALADOR GG EX,PRODUTOS DE MARKETING,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ALMOXARIFADO,8001139,EXPOSITOR DESLIZANTE ESCADA AGL EX,PRODUTOS DE MARKETING,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1201085,FECHADURA SEG PV200F2I - CZ,FECHADURA PORTA DE VIDRO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
FECHADURAS,1004328,FECHADURA AGL- MINI - 12V PRATA - 62MM A. INT. CH.SIMP. F.CONV.,FECHADURA AGL-MINI,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1001579,FECHADURA AGL- AL100 - 12V PRETA - 75MM A. INT. CH.SIMP. F.CONV.,FECHADURA AGL - AL100,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
INTERFONIA ,1110393,MODULO IZZY BARREIRA WIFI AGL COM FOTOCÉLULA 15M,REPOSIÇÃO / DIVERSOS - INTERFONES,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
INTERFONIA ,1102039,INTERFONE EXTENSÃO P 20 BRANCO - ZEDEC,LINHA P20,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ALMOXARIFADO,102044,"MICROCONTROLADOR DE 8 BITS 16MHz MCU MS51PC0AE TR 2,4V a 5,5V LQFP-32 SMD TRAY (",COMPONENTES ELETRÔNICOS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ALMOXARIFADO,102043,"MICROCONTROLADOR DE 8 BITS 16MHz MCU ML51LD1AE 3,3V a 5V LQFP-48 SMD TRAY (ML51L",COMPONENTES ELETRÔNICOS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1011108,"FECHADURA ELETR. SEG ULTRA CARD PRETA MIFARE 13,56 MHZ - AJUST. CH.SIMP. F.ESP.",FECHADURA ULTRA,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,1110338,CENTRAL AUTOMAÇÃO 433 & WIFI 08 CANAIS SEG,IMPORTADOS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
MOTORES,2009009,CONJ. MOVIMENTADOR PIVO ROBÔ STRONG 220V 50-60HZ EX,PIVOTANTES ROBÔ,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2005716,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 2,20M BRANCO EX",PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
MOTORES,2005701,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 2,20M BRANCO",PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2001293,CONJ.MOV TRINO SPEED TURBO PRO 800 COROA METAL AGL 220V INVERTER BIVOLT 50-60HZ B. AL SEM CREMALH EX,DESLIZANTE TRINO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2001292,CONJ.MOV TRINO SPEED TURBO PRO 600 AGL 220V INVERTER BIVOLT 50-60HZ B.ALUM SEM CREM EX,DESLIZANTE TRINO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
FECHADURAS,1011097,"FECHADURA ELETR. AGL ULTRA CARD PRETA MIFARE 13,56 MHZ - 42MM CH.SIMP. F.ESP. EX",FECHADURA ULTRA,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
FECHADURAS,1011093,"FECHADURA ELETR. AGL ULTRA MAGIC CARD PRETA MIFARE 13,56 MHZ - AJUST. CH.SIMP. F.ESP. EX",FECHADURA ULTRA,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
CANCELAS,1015518,"BARREIRA CANCELA AGUSTA BRUSHLESS AGL DC COM LED - 3,0M EX",BARREIRAS PARA CANCELAS,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,0,0,0,0,0,0,0,,0x17
FECHADURAS,1011105,"FECHADURA ELETR. AGL ULTRA CARD PRETA MIFARE 13,56 MHZ - AJUST. CH.SIMP. F.ESP. EX",FECHADURA ULTRA,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2001288,CONJ. MOVIMENTADOR TRINO 800 COROA METAL AGL 220V 50-60HZ COM B. ALUMINIUM SEM CREMALHEIRA EX,DESLIZANTE TRINO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2001287,CONJ. MOV TRINO SPEED 700  AGL 220V 50-60HZ COM B. ALUMINIUM C/ CREMALHEIRA 3MT EX,DESLIZANTE TRINO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2001078,CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ C/ CREMALHEIRA 3MT EX,DESLIZANTE TRINO,0,0,0,0,0,0,0,0,0,0,0,0,C,141,0,0,0,0,0,0,0,0,,0x17
MOTORES,2010390,BRAÇO ARTICULADO PARA ABERTURA EXTERNA VELOCE EX,PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2001296,CONJ. MOVIMENTADOR DZ COROA METAL INDUSTRIAL STRONG 2000KG 220V 50-60HZ SEM CREMALHEIRA EX,DESLIZANTE TRINO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2001295,CONJ. MOVIMENTADOR DZ COROA METAL INDUSTRIAL STRONG 1500KG 220V 50-60HZ SEM CREMALHEIRA EX,DESLIZANTE TRINO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
ELETROIMÃ,1301038,FECHADURA ELETROÍMÃ KRIPT AL 150 - BRANCA,FECHADURAS ELETROÍMÃ ,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
CANCELAS,2010554,EIXO DE CONEXÃO DE MOLA DUPLA DA CANCELA AGUSTA EX,REPOSIÇÃO E DIVERSOS -CANCELAS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
SERVIÇO,1013521,KIT MANUTENÇÃO COMPONENTES ELETRÔNICOS AVULSOS,SERVIÇO DE MANUTENÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,0,0,0,0,0,0,0,,0x17
EXPEDIÇÃO,2010069,SUPORTE BASE PARA MOTOR DESLIZANTE  LINHA TRINO,REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,-11,-33,C,46,11,33,0,0,0,0,0,0,,
CANCELAS,1015655,"MOLA CANCELA AGUSTA BRUSHLESS AGL DC 2,5S 6M EX",REPOSIÇÃO E DIVERSOS -CANCELAS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
INTERFONIA ,1106208,INTERRUPTOR COM SENSOR DE PRESENÇA WIFI 2 TECLAS,IMPORTADOS,0,0,0,0,0,0,0,0,0,0,-11,-33,C,151,11,33,0,0,0,0,0,0,,0x17
EXPEDIÇÃO,1106197,SIRENE ZIGBEE,IMPORTADOS,0,0,0,0,0,0,0,0,0,0,-4,-12,C,548,4,12,0,0,0,0,0,0,,
INTERFONIA ,1106470,FECHADURA ELETRÔNICA DIGITAL AGL - H20 BLACK WIFI EX,IMPORTADOS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1013504,KIT MANUTENÇÃO DAS FECHADURAS,REPOSIÇÃO / DIVERSOS - FECHADURAS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
FECHADURAS,1013503,KIT MANUTENÇÃO DAS FECHADURAS ULTRA E ULTRA CARD,REPOSIÇÃO / DIVERSOS - FECHADURAS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1004304,FECHADURA SEG- MINI - 12V CINZA - 45MM A.INT. CH.SIMP. F.CONV. C/BOTÃO,FECHADURA AGL-MINI,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1001411,FECHADURA AGL- AL100 - 12V CINZA - AJUST. A. EXT. CH.SIMP. F.ESP.,FECHADURA AGL - AL100,0,0,0,0,0,0,0,0,0,0,0,0,C,3,0,0,0,0,0,0,0,0,,
SERVIÇO,1013502,KIT MANUTENÇÃO DOS ACIONADORES,SERVIÇO DE MANUTENÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
ELETROIMÃ,1007075,CANTONEIRA ATRAQUE ELETROIMA AL150 - BRANCA,REPOSIÇÃO / DIVERSOS - ELETROÍMÃ ,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ELETROIMÃ,1301310,PROTEÇÃO CANTONEIRA DO ATRAQUE ELETROIMA AL150 - BRANCA,REPOSIÇÃO / DIVERSOS - ELETROÍMÃ ,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ELETROIMÃ,1007112,CANTONEIRA ATRAQUE ELETROIMA AL150 - PRETA,REPOSIÇÃO / DIVERSOS - ELETROÍMÃ ,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ELETROIMÃ,1007070,PROTEÇÃO CANTONEIRA DO ATRAQUE ELETROIMA AL150 - CINZA,REPOSIÇÃO / DIVERSOS - ELETROÍMÃ ,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ELETROIMÃ,1007160,PROTEÇÃO CANTONEIRA DO ATRAQUE ELETROIMA AL150 - PRETA,REPOSIÇÃO / DIVERSOS - ELETROÍMÃ ,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1201075,FECHADURA SEG PV200R1E - CZ,FECHADURA PORTA DE VIDRO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,1007309,CARCAÇA DA FECHADURA RX500 COMPARTIMENTO DE PILHA COM TAMPA (MODELO ANTIGO),FECHADURAS RX,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
SERVIÇO,1013518,KIT MANUTENÇÃO CENTRAL LIGHT,SERVIÇO,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,0,0,0,0,0,0,0,,
SERVIÇO,1013517,KIT MANUTENÇÃO CENTRAL IZZY,SERVIÇO DE MANUTENÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,0,0,0,0,0,0,0,,
MOTORES,2001294,CONJ. MOVIMENTADOR DZ COROA METAL INDUSTRIAL STRONG 1000KG 220V 50-60HZ SEM CREMALHEIRA EX,DESLIZANTE TRINO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2005718,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 4,40M BRANCO
 EX",PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
SERVIÇO,1013515,KIT MANUTENÇÃO MÓDULO MOTOR WIFI,SERVIÇO DE MANUTENÇÃO,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
INTERFONIA ,1112036,ELETRIFICADOR DE CERCA EC1000 WIFI TECLAM FONTE CHAVEADA EX,ELETRIFICADOR DE CERCA,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,1110444,FOTOCÉLULA REFLETIVA SIMPLIFIQUE AGL EX,MODULO GARAGEM,0,0,0,0,0,0,0,0,0,0,0,0,C,50,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,1106494,FECHADURA AGL MOBILI BIO EX,IMPORTADOS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2005719,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 5,0M BRANCO EX",PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,1013509,KIT MANUTENÇÃO DO MOTOR BV,REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
INTERFONIA ,1106493,FECHADURA AGL MOBILI COMPACT EX,IMPORTADOS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
FECHADURAS,1002509,FECHADURA ELÉTRICA AL100R BIO CARD PRETA EX,FECHADURA AL100R CARD,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,1106492,FECHADURA AGL MOBILI TOUCH EX,IMPORTADOS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
CANCELAS,1015633,SUPORTE COMPLETO DE FIXAÇÃO PARA BARREIRA AGUSTA CINZA EX,REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,1013508,KIT MANUTENÇÃO DO MOTOR NEW BV,REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
ALMOXARIFADO,8001138,BANNER 80CMX200CM TECLAM EX,PRODUTOS DE MARKETING,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
INTERFONIA ,1305003,CARREGADOR VEICULAR WALLBOX AGL-WBAC7KW EX,CARREGADORES ELETRICOS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2006103,CONJ. MOVIMENTADOR INTELIGENTE - IZZY TRINO NEW BV HEAVY 127V SEM ACIONAMENTO EX,MOTORES NEW BV,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,1110406,MODULO GARAGEM IZZY OPEN AGL PRETO 433MHZ/2 CANAIS V2024 EX,MODULO GARAGEM,0,0,0,0,0,0,0,0,0,0,0,0,C,60,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,1014003,SINALEIRA VISION LED PRETA EX,SINALEIRA,0,0,0,0,0,0,0,0,0,0,0,0,C,50,0,0,0,0,0,0,0,0,,
FECHADURAS,1011094,"FECHADURA ELETR. AGL ULTRA MAGIC CARD PRETA MIFARE 13,56 MHZ - 42MM CH.SIMP. F.ESP. EX",FECHADURA ULTRA,0,0,0,0,0,0,0,0,0,0,0,0,C,64,0,0,0,0,0,0,0,0,,
MOTORES,2008549,"ACIONAMENTO MOVIMENTADOR TRINO NEW BV 1,5M EX",ACIONAMENTOS DE MOTORES,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,1106162,SENSOR ATIVO DE BARREIRAS 30M EX,IMPORTADOS,0,0,0,0,0,0,0,0,0,0,0,0,C,30,0,0,0,0,0,0,0,0,,0x17
MOTORES,2005728,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 4,40M PRATA EX",PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
FECHADURAS,1006043,TRAVA ELETROMAGNÉTICA 220V - CINZA C/ MODULO V2024 EX,TRAVA ELETROMAGNETICA ,0,0,0,0,0,0,0,0,0,0,0,0,C,30,0,0,0,0,0,0,0,0,,0x17
FECHADURAS,1006055,TRAVA ELETROMAGNÉTICA 24V- CINZA C/ MODULO V2024 EX,TRAVA ELETROMAGNETICA ,0,0,0,0,0,0,0,0,0,0,0,0,C,30,0,0,0,0,0,0,0,0,,
INTERFONIA ,2010383,CENTRAL FX BRABUS SPEED AGL EX,CENTRAIS / PLACAS,0,0,0,0,0,0,0,0,0,0,0,0,C,20,0,0,0,0,0,0,0,0,,0x17
MOTORES,2010328,CREMALHEIRA P/ MOTOR INDUSTRIAL STRONG 2000KG 1M NYLON EX,BARRA DENTADA,0,0,0,0,0,0,0,0,0,0,0,0,C,60,0,0,0,0,0,0,0,0,,0x17
MOTORES,2010448,BASE DE CHÃO REGULÁVEL PARA MOTOR DZ UNIVERSAL EX,REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,C,30,0,0,0,0,0,0,0,0,,0x17
ALMOXARIFADO,8001107,CAMISA CFTV AGL MASCULINA TAM:GG,PRODUTOS DE MARKETING,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
CANCELAS,1015574,SUPORTE COMPLETO DE FIXAÇÃO PARA BARREIRA AGUSTA BRANCA,REPOSIÇÃO E DIVERSOS -CANCELAS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1007306,CILINDRO FIXO LINHA ULTRA CARD/ MAGIC 45MM MODELO NOVO,REPOSIÇÃO / DIVERSOS - FECHADURAS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1007310,BOBINA FECH. ELETRICA 12V AL100R BIO CARD,REPOSIÇÃO / DIVERSOS - FECHADURAS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
FECHADURAS,1007308,MOLA CONICA DA TRAVA ELETROMAGNETICA 24V,REPOSIÇÃO / DIVERSOS - FECHADURAS,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,
CANCELAS,1015620,"BARREIRA BIPARTIDA LOG PARA CANCELA AGUSTA BRUSHLESS AGL DC SEM LED - 3,5M",BARREIRAS PARA CANCELAS,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,0,0,0,0,0,0,0,,0x17
CANCELAS,1015623,"BARREIRA BIPARTIDA LOG PARA CANCELA AGUSTA BRUSHLESS AGL DC SEM LED - 5,0M",BARREIRAS PARA CANCELAS,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,2010465,"CAIXA CENTRAL DE PORTÃO AGL 12,5 X 4,7 X 10,8",REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,0,0,0,0,0,0,0,,0x17
INTERFONIA ,1112038,ELETRIFICADOR DE CERCA EC250 WIFI FONTE CHAVEADA,ELETRIFICADOR DE CERCA,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,0,0,0,0,0,0,0,,
MOTORES,2006033,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ C/ CREMALHEIRA 3MT EX,DESLIZANTE INTELIGENTE IZZY,0,0,0,0,0,0,0,0,0,0,0,0,C,30,0,0,0,0,0,0,0,0,,0x17
MOTORES,2010393,RADAR FOTOELÉTRICO PARA PORTA SOCIAL EX,REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,C,10,0,0,0,0,0,0,0,0,,0x17
MOTORES,2005050,CONJ. MOVIMENTADOR P/ PORTA PIVOTANTE VELOCE EX,PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,1,0,0,0,0,0,0,0,0,,0x17
MOTORES,2005715,"CONJ. AUTOMATIZADOR PARA PORTA SOCIAL BRUSHLESS DZ SLIP C/R 6,0M PRATA",PORTA SOCIAL,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
MOTORES,2010473,"GUIA DO ACIONAMENTO DO BV/DESLIZANTE HORIZONTAL 5,0M",REPOSIÇÃO E DIVERSOS -MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,,0x17
